            sIP|            dIP|sPort|dPort|pro|   packets|     bytes|   flags|                  sTime| duration|                  eTime|sen|
 10.252.108.212|     202.9.85.3|52178|   53| 17|         4|       304|        |2014/12/12T16:36:04.172|    7.833|2014/12/12T16:36:12.005| S1|
 10.252.108.212|     202.9.85.4|52178|   53| 17|         3|       228|        |2014/12/12T16:36:05.005|    7.000|2014/12/12T16:36:12.005| S1|
 10.252.108.212|     202.9.85.3|56180|   53| 17|         4|       240|        |2014/12/12T16:51:48.406|    7.838|2014/12/12T16:51:56.244| S1|
 10.252.108.212|     202.9.85.4|56180|   53| 17|         3|       180|        |2014/12/12T16:51:49.214|    7.030|2014/12/12T16:51:56.244| S1|
 10.252.108.212|     202.9.85.3|51931|   53| 17|         4|       248|        |2014/12/12T16:38:29.311|    7.847|2014/12/12T16:38:37.158| S1|
 10.252.108.212|     202.9.85.4|51931|   53| 17|         3|       186|        |2014/12/12T16:38:30.133|    7.026|2014/12/12T16:38:37.159| S1|
 10.252.108.212|     202.9.85.3|50085|   53| 17|         4|       296|        |2014/12/12T16:38:50.899|    7.816|2014/12/12T16:38:58.715| S1|
 10.252.108.212|     202.9.85.4|50085|   53| 17|         3|       222|        |2014/12/12T16:38:51.706|    7.009|2014/12/12T16:38:58.715| S1|
 10.252.108.212|    224.0.0.252|49328| 5355| 17|         2|       100|        |2014/12/12T16:39:23.019|    0.414|2014/12/12T16:39:23.433| S1|
 10.252.108.212|    224.0.0.252|56658| 5355| 17|         2|       100|        |2014/12/12T16:39:23.019|    0.414|2014/12/12T16:39:23.433| S1|
 10.252.108.212|     202.9.85.3|50825|   53| 17|         4|       272|        |2014/12/12T16:39:54.417|    7.854|2014/12/12T16:40:02.271| S1|
 10.252.108.212|     202.9.85.4|50825|   53| 17|         3|       204|        |2014/12/12T16:39:55.250|    7.022|2014/12/12T16:40:02.272| S1|
 10.252.108.212|     202.9.85.3|61656|   53| 17|         4|       296|        |2014/12/12T16:47:54.064|    7.851|2014/12/12T16:48:01.915| S1|
 10.252.108.212|     202.9.85.4|61656|   53| 17|         3|       222|        |2014/12/12T16:47:54.881|    7.034|2014/12/12T16:48:01.915| S1|
 10.252.108.212|     202.9.85.3|55296|   53| 17|         4|       248|        |2014/12/12T16:36:54.263|    7.848|2014/12/12T16:37:02.111| S1|
 10.252.108.212|     202.9.85.4|55296|   53| 17|         3|       186|        |2014/12/12T16:36:55.085|    7.026|2014/12/12T16:37:02.111| S1|
 10.252.108.212|     202.9.85.3|55442|   53| 17|         4|       272|        |2014/12/12T16:36:54.806|    7.827|2014/12/12T16:37:02.633| S1|
 10.252.108.212|     202.9.85.4|55442|   53| 17|         3|       204|        |2014/12/12T16:36:55.620|    7.014|2014/12/12T16:37:02.634| S1|
 10.252.108.212|  74.125.68.106| 2251|  443|  6|         1|        52| S      |2014/12/12T16:22:50.426|    0.000|2014/12/12T16:22:50.426| S1|
 10.252.108.212|117.102.125.144| 2129|   80|  6|         1|        40|F   A   |2014/12/12T16:19:03.097|    0.000|2014/12/12T16:19:03.097| S1|
 10.252.108.212|  74.125.130.84| 2126|  443|  6|         1|        81|   PA   |2014/12/12T16:19:03.222|    0.000|2014/12/12T16:19:03.222| S1|
 10.252.108.212| 74.125.200.101| 2119|   80|  6|         2|        82|    A   |2014/12/12T16:19:03.207|    1.000|2014/12/12T16:19:04.207| S1|
 10.252.108.212| 74.125.130.156| 2127|  443|  6|         2|       162|   PA   |2014/12/12T16:19:03.035|    1.203|2014/12/12T16:19:04.238| S1|
 10.252.108.212| 74.125.200.101| 2111|   80|  6|         2|        82|    A   |2014/12/12T16:19:03.644|    1.000|2014/12/12T16:19:04.644| S1|
 10.252.108.212| 74.125.130.101| 2122|  443|  6|         1|        81|   PA   |2014/12/12T16:19:04.644|    0.000|2014/12/12T16:19:04.644| S1|
 10.252.108.212|  74.125.68.132| 2116|  443|  6|         4|       277|F  PA   |2014/12/12T16:19:03.644|    1.095|2014/12/12T16:19:04.739| S1|
 10.252.108.212| 74.125.200.138| 2132|  443|  6|         3|       243|   PA   |2014/12/12T16:19:03.050|    1.813|2014/12/12T16:19:04.863| S1|
 10.252.108.212| 10.252.108.255|  138|  138| 17|         1|       229|        |2014/12/12T16:41:56.768|    0.000|2014/12/12T16:41:56.768| S1|
 10.252.108.212| 10.252.108.255|  138|  138| 17|         4|       916|        |2014/12/12T16:53:59.005|  188.386|2014/12/12T16:57:07.391| S1|
 10.252.108.212| 10.252.108.255|  137|  137| 17|        42|      3330|        |2014/12/12T16:56:08.929|   64.011|2014/12/12T16:57:12.940| S1|
 10.252.108.212|   10.252.108.1|    0| 2048|  1|         1|        60|        |2014/12/12T16:19:03.238|    0.000|2014/12/12T16:19:03.238| S1|
 10.252.108.212| 10.252.108.255|  137|  137| 17|         3|       234|        |2014/12/12T16:19:18.500|    1.488|2014/12/12T16:19:19.988| S1|
 10.252.108.212| 10.252.108.255|  137|  137| 17|         3|       234|        |2014/12/12T16:29:20.758|    1.487|2014/12/12T16:29:22.245| S1|
 10.252.108.212| 10.252.108.255|  138|  138| 17|         1|       229|        |2014/12/12T16:29:58.634|    0.000|2014/12/12T16:29:58.634| S1|
 10.252.108.212| 10.252.108.255|  137|  137| 17|         3|       234|        |2014/12/12T16:49:25.310|    1.507|2014/12/12T16:49:26.817| S1|
 10.252.108.212| 10.252.108.255|  137|  137| 17|         3|       234|        |2014/12/12T16:39:23.019|    1.504|2014/12/12T16:39:24.523| S1|
 10.252.108.212|     202.9.85.3|50085|   53| 17|         4|       296|        |2014/12/12T16:38:50.895|    7.816|2014/12/12T16:38:58.711| S2|
 10.252.108.212|     202.9.85.4|50085|   53| 17|         3|       222|        |2014/12/12T16:38:51.703|    7.008|2014/12/12T16:38:58.711| S2|
 10.252.108.212|    224.0.0.252|49328| 5355| 17|         2|       100|        |2014/12/12T16:39:23.015|    0.414|2014/12/12T16:39:23.429| S2|
 10.252.108.212|    224.0.0.252|56658| 5355| 17|         2|       100|        |2014/12/12T16:39:23.016|    0.413|2014/12/12T16:39:23.429| S2|
 10.252.108.212| 10.252.108.255|  137|  137| 17|         3|       234|        |2014/12/12T16:39:23.015|    1.504|2014/12/12T16:39:24.519| S2|
 10.252.108.212|    224.0.0.252|64603| 5355| 17|         2|       100|        |2014/12/12T16:29:20.755|    0.408|2014/12/12T16:29:21.163| S2|
 10.252.108.212|    224.0.0.252|63928| 5355| 17|         2|       100|        |2014/12/12T16:29:20.754|    0.409|2014/12/12T16:29:21.163| S2|
 10.252.108.212| 10.252.108.255|  137|  137| 17|         3|       234|        |2014/12/12T16:29:20.754|    1.487|2014/12/12T16:29:22.241| S2|
 10.252.108.212| 10.252.108.255|  138|  138| 17|         1|       229|        |2014/12/12T16:29:58.630|    0.000|2014/12/12T16:29:58.630| S2|
 10.252.108.212|     202.9.85.3|59701|   53| 17|         4|       248|        |2014/12/12T16:54:39.270|    7.843|2014/12/12T16:54:47.113| S2|
 10.252.108.212|     202.9.85.4|59701|   53| 17|         3|       186|        |2014/12/12T16:54:40.088|    7.025|2014/12/12T16:54:47.113| S2|
 10.252.108.212|     202.9.85.3|51879|   53| 17|         4|       296|        |2014/12/12T16:55:06.294|    7.833|2014/12/12T16:55:14.127| S2|
 10.252.108.212|     202.9.85.4|51879|   53| 17|         3|       222|        |2014/12/12T16:55:07.108|    7.019|2014/12/12T16:55:14.127| S2|
 10.252.108.212| 74.125.200.113|    0| 2048|  1|         1|        60|        |2014/12/12T16:22:12.375|    0.000|2014/12/12T16:22:12.375| S2|
 10.252.108.212|     202.9.85.3|51416|   53| 17|         4|       248|        |2014/12/12T16:40:41.192|    7.841|2014/12/12T16:40:49.033| S2|
 10.252.108.212|     202.9.85.4|51416|   53| 17|         3|       186|        |2014/12/12T16:40:42.005|    7.028|2014/12/12T16:40:49.033| S2|
 10.252.108.212|     202.9.85.3|58726|   53| 17|         4|       276|        |2014/12/12T16:40:54.579|    7.834|2014/12/12T16:41:02.413| S2|
 10.252.108.212|     202.9.85.4|58726|   53| 17|         3|       207|        |2014/12/12T16:40:55.399|    7.015|2014/12/12T16:41:02.414| S2|
 10.252.108.212|     202.9.85.3|61358|   53| 17|         4|       296|        |2014/12/12T16:41:22.948|    7.842|2014/12/12T16:41:30.790| S2|
 10.252.108.212|     202.9.85.4|61358|   53| 17|         3|       222|        |2014/12/12T16:41:23.762|    7.028|2014/12/12T16:41:30.790| S2|
 10.252.108.212| 10.252.108.255|  138|  138| 17|         1|       229|        |2014/12/12T16:41:56.764|    0.000|2014/12/12T16:41:56.764| S2|
 10.252.108.212|     202.9.85.3|65203|   53| 17|         4|       304|        |2014/12/12T16:41:51.361|    7.836|2014/12/12T16:41:59.197| S2|
 10.252.108.212|     202.9.85.4|65203|   53| 17|         3|       228|        |2014/12/12T16:41:52.173|    7.024|2014/12/12T16:41:59.197| S2|
 10.252.108.212|     202.9.85.3|60210|   53| 17|         4|       304|        |2014/12/12T16:42:06.419|    7.847|2014/12/12T16:42:14.266| S2|
 10.252.108.212|     202.9.85.4|60210|   53| 17|         3|       228|        |2014/12/12T16:42:07.234|    7.032|2014/12/12T16:42:14.266| S2|
 10.252.108.212|     202.9.85.3|63432|   53| 17|         4|       248|        |2014/12/12T16:42:27.445|    7.833|2014/12/12T16:42:35.278| S2|
 10.252.108.212|     202.9.85.4|63432|   53| 17|         3|       186|        |2014/12/12T16:42:28.245|    7.033|2014/12/12T16:42:35.278| S2|
 10.252.108.212|     202.9.85.3|58768|   53| 17|         4|       276|        |2014/12/12T16:37:54.736|    7.828|2014/12/12T16:38:02.564| S2|
 10.252.108.212|     202.9.85.4|58768|   53| 17|         3|       207|        |2014/12/12T16:37:55.551|    7.013|2014/12/12T16:38:02.564| S2|
 10.252.108.212|     202.9.85.3|63941|   53| 17|         4|       248|        |2014/12/12T16:38:07.430|    7.836|2014/12/12T16:38:15.266| S2|
 10.252.108.212|     202.9.85.4|63941|   53| 17|         3|       186|        |2014/12/12T16:38:08.227|    7.040|2014/12/12T16:38:15.267| S2|
 10.252.108.212|     202.9.85.3|51931|   53| 17|         4|       248|        |2014/12/12T16:38:29.307|    7.848|2014/12/12T16:38:37.155| S2|
 10.252.108.212|     202.9.85.4|51931|   53| 17|         3|       186|        |2014/12/12T16:38:30.130|    7.025|2014/12/12T16:38:37.155| S2|
 10.252.108.212|     202.9.85.3|51049|   53| 17|         4|       248|        |2014/12/12T16:49:54.265|    7.835|2014/12/12T16:50:02.100| S2|
 10.252.108.212|     202.9.85.4|51049|   53| 17|         3|       186|        |2014/12/12T16:49:55.081|    7.019|2014/12/12T16:50:02.100| S2|
 10.252.108.212|     202.9.85.3|62519|   53| 17|         4|       276|        |2014/12/12T16:46:54.547|    7.823|2014/12/12T16:47:02.370| S2|
 10.252.108.212|     202.9.85.4|62519|   53| 17|         3|       207|        |2014/12/12T16:46:55.360|    7.011|2014/12/12T16:47:02.371| S2|
 10.252.108.212|     202.9.85.3|63154|   53| 17|         4|       264|        |2014/12/12T16:47:29.613|    7.833|2014/12/12T16:47:37.446| S2|
 10.252.108.212|     202.9.85.4|63154|   53| 17|         3|       198|        |2014/12/12T16:47:30.424|    7.022|2014/12/12T16:47:37.446| S2|
 10.252.108.212|     202.9.85.3|56180|   53| 17|         4|       240|        |2014/12/12T16:51:48.402|    7.838|2014/12/12T16:51:56.240| S2|
 10.252.108.212|     202.9.85.4|56180|   53| 17|         3|       180|        |2014/12/12T16:51:49.210|    7.030|2014/12/12T16:51:56.240| S2|
 10.252.108.212|     202.9.85.3|50647|   53| 17|         4|       296|        |2014/12/12T16:44:23.028|    7.841|2014/12/12T16:44:30.869| S2|
 10.252.108.212|     202.9.85.4|50647|   53| 17|         3|       222|        |2014/12/12T16:44:23.848|    7.021|2014/12/12T16:44:30.869| S2|
 10.252.108.212|     202.9.85.3|62002|   53| 17|         4|       240|        |2014/12/12T16:44:51.539|    7.842|2014/12/12T16:44:59.381| S2|
 10.252.108.212|     202.9.85.4|62002|   53| 17|         3|       180|        |2014/12/12T16:44:52.363|    7.018|2014/12/12T16:44:59.381| S2|
 10.252.108.212|     202.9.85.3|59471|   53| 17|         4|       240|        |2014/12/12T16:45:13.559|    7.836|2014/12/12T16:45:21.395| S2|
 10.252.108.212|     202.9.85.4|59471|   53| 17|         3|       180|        |2014/12/12T16:45:14.370|    7.025|2014/12/12T16:45:21.395| S2|
 10.252.108.212|117.102.125.144| 2129|   80|  6|         1|        40|F   A   |2014/12/12T16:19:03.093|    0.000|2014/12/12T16:19:03.093| S2|
 10.252.108.212|  74.125.130.84| 2126|  443|  6|         1|        81|   PA   |2014/12/12T16:19:03.218|    0.000|2014/12/12T16:19:03.218| S2|
 10.252.108.212|   10.252.108.1|    0| 2048|  1|         1|        60|        |2014/12/12T16:19:03.234|    0.000|2014/12/12T16:19:03.234| S2|
 10.252.108.212| 74.125.200.101| 2119|   80|  6|         2|        82|    A   |2014/12/12T16:19:03.203|    1.000|2014/12/12T16:19:04.203| S2|
 10.252.108.212| 74.125.130.156| 2127|  443|  6|         2|       162|   PA   |2014/12/12T16:19:03.031|    1.203|2014/12/12T16:19:04.234| S2|
 10.252.108.212| 74.125.200.101| 2111|   80|  6|         2|        82|    A   |2014/12/12T16:19:03.640|    1.000|2014/12/12T16:19:04.640| S2|
 10.252.108.212| 74.125.130.101| 2122|  443|  6|         1|        81|   PA   |2014/12/12T16:19:04.640|    0.000|2014/12/12T16:19:04.640| S2|
 10.252.108.212|  74.125.68.132| 2116|  443|  6|         4|       277|F  PA   |2014/12/12T16:19:03.640|    1.095|2014/12/12T16:19:04.735| S2|
 10.252.108.212| 74.125.200.138| 2132|  443|  6|         3|       243|   PA   |2014/12/12T16:19:03.047|    1.812|2014/12/12T16:19:04.859| S2|
 10.252.108.212|  37.187.135.25| 2125| 5938|  6|         2|       128|   PA   |2014/12/12T16:19:03.359|    1.766|2014/12/12T16:19:05.125| S2|
 10.252.108.212|    224.0.0.252|63522| 5355| 17|         2|       100|        |2014/12/12T16:19:18.497|    0.410|2014/12/12T16:19:18.907| S2|
 10.252.108.212|    224.0.0.252|65394| 5355| 17|         2|       100|        |2014/12/12T16:19:18.497|    0.410|2014/12/12T16:19:18.907| S2|
 10.252.108.212| 10.252.108.255|  137|  137| 17|         3|       234|        |2014/12/12T16:19:18.496|    1.488|2014/12/12T16:19:19.984| S2|
 10.252.108.212|     202.9.85.3|54546|   53| 17|         4|       248|        |2014/12/12T16:52:41.047|    7.839|2014/12/12T16:52:48.886| S2|
 10.252.108.212|     202.9.85.4|54546|   53| 17|         3|       186|        |2014/12/12T16:52:41.867|    7.020|2014/12/12T16:52:48.887| S2|
 10.252.108.212|     202.9.85.3|53928|   53| 17|         4|       276|        |2014/12/12T16:53:39.774|    7.824|2014/12/12T16:53:47.598| S2|
 10.252.108.212|     202.9.85.4|53928|   53| 17|         3|       207|        |2014/12/12T16:53:40.573|    7.026|2014/12/12T16:53:47.599| S2|
 10.252.108.212|     202.9.85.3|55718|   53| 17|         1|        69|        |2014/12/12T16:35:50.950|    0.000|2014/12/12T16:35:50.950| S2|
 10.252.108.212|     202.9.85.4|55718|   53| 17|         1|        69|        |2014/12/12T16:35:50.950|    0.000|2014/12/12T16:35:50.950| S2|
 10.252.108.212|     202.9.85.3|58499|   53| 17|         4|       348|        |2014/12/12T16:35:49.620|    7.852|2014/12/12T16:35:57.472| S2|
 10.252.108.212|     202.9.85.4|58499|   53| 17|         3|       261|        |2014/12/12T16:35:50.435|    7.037|2014/12/12T16:35:57.472| S2|
 10.252.108.212|     202.9.85.3|52178|   53| 17|         4|       304|        |2014/12/12T16:36:04.168|    7.833|2014/12/12T16:36:12.001| S2|
 10.252.108.212|     202.9.85.4|52178|   53| 17|         3|       228|        |2014/12/12T16:36:05.001|    7.000|2014/12/12T16:36:12.001| S2|
 10.252.108.212|    224.0.0.252|63015| 5355| 17|         2|       100|        |2014/12/12T16:56:44.152|    0.409|2014/12/12T16:56:44.561| S2|
 10.252.108.212|    224.0.0.252|54710| 5355| 17|         2|       100|        |2014/12/12T16:56:44.152|    0.409|2014/12/12T16:56:44.561| S2|
 10.252.108.212| 10.252.108.255|  138|  138| 17|         4|       916|        |2014/12/12T16:53:59.001|  188.386|2014/12/12T16:57:07.387| S2|
 10.252.108.212| 10.252.108.255|  137|  137| 17|        42|      3330|        |2014/12/12T16:56:08.925|   64.011|2014/12/12T16:57:12.936| S2|
 10.252.108.212|     202.9.85.3|52215|   53| 17|         4|       240|        |2014/12/12T16:50:33.584|    7.837|2014/12/12T16:50:41.421| S2|
 10.252.108.212|     202.9.85.4|52215|   53| 17|         3|       180|        |2014/12/12T16:50:34.401|    7.021|2014/12/12T16:50:41.422| S2|
 10.252.108.212|     202.9.85.3|55274|   53| 17|         4|       248|        |2014/12/12T16:51:24.278|    7.826|2014/12/12T16:51:32.104| S2|
 10.252.108.212|     202.9.85.4|55274|   53| 17|         3|       186|        |2014/12/12T16:51:25.088|    7.016|2014/12/12T16:51:32.104| S2|
 10.252.108.212|     202.9.85.3|50572|   53| 17|         4|       296|        |2014/12/12T16:51:29.198|    7.828|2014/12/12T16:51:37.026| S2|
 10.252.108.212|     202.9.85.4|50572|   53| 17|         3|       222|        |2014/12/12T16:51:30.005|    7.021|2014/12/12T16:51:37.026| S2|
 10.252.108.212|     202.9.85.3|53993|   53| 17|         4|       248|        |2014/12/12T16:48:41.455|    7.832|2014/12/12T16:48:49.287| S2|
 10.252.108.212|     202.9.85.4|53993|   53| 17|         3|       186|        |2014/12/12T16:48:42.262|    7.025|2014/12/12T16:48:49.287| S2|
 10.252.108.212|     202.9.85.3|63095|   53| 17|         4|       308|        |2014/12/12T16:48:56.644|    7.837|2014/12/12T16:49:04.481| S2|
 10.252.108.212|     202.9.85.4|63095|   53| 17|         3|       231|        |2014/12/12T16:48:57.469|    7.012|2014/12/12T16:49:04.481| S2|
 10.252.108.212|     202.9.85.3|50797|   53| 17|         4|       304|        |2014/12/12T16:49:10.663|    7.828|2014/12/12T16:49:18.491| S2|
 10.252.108.212|     202.9.85.4|50797|   53| 17|         3|       228|        |2014/12/12T16:49:11.481|    7.010|2014/12/12T16:49:18.491| S2|
 10.252.108.212|    224.0.0.252|49996| 5355| 17|         2|       100|        |2014/12/12T16:49:25.307|    0.410|2014/12/12T16:49:25.717| S2|
 10.252.108.212|    224.0.0.252|62737| 5355| 17|         2|       100|        |2014/12/12T16:49:25.307|    0.410|2014/12/12T16:49:25.717| S2|
 10.252.108.212| 10.252.108.255|  137|  137| 17|         3|       234|        |2014/12/12T16:49:25.306|    1.507|2014/12/12T16:49:26.813| S2|
 10.252.108.212|     202.9.85.3|61656|   53| 17|         4|       296|        |2014/12/12T16:47:54.060|    7.851|2014/12/12T16:48:01.911| S2|
 10.252.108.212|     202.9.85.4|61656|   53| 17|         3|       222|        |2014/12/12T16:47:54.877|    7.034|2014/12/12T16:48:01.911| S2|
 10.252.108.212|     202.9.85.3|55296|   53| 17|         4|       248|        |2014/12/12T16:36:54.259|    7.848|2014/12/12T16:37:02.107| S2|
 10.252.108.212|     202.9.85.4|55296|   53| 17|         3|       186|        |2014/12/12T16:36:55.081|    7.026|2014/12/12T16:37:02.107| S2|
 10.252.108.212|     202.9.85.3|55442|   53| 17|         4|       272|        |2014/12/12T16:36:54.802|    7.827|2014/12/12T16:37:02.629| S2|
 10.252.108.212|     202.9.85.4|55442|   53| 17|         3|       204|        |2014/12/12T16:36:55.616|    7.014|2014/12/12T16:37:02.630| S2|
 10.252.108.212|    224.0.0.252|58457| 5355| 17|         2|       100|        |2014/12/12T16:56:08.925|    0.423|2014/12/12T16:56:09.348| S2|
 10.252.108.212|    224.0.0.252|51938| 5355| 17|         2|       100|        |2014/12/12T16:56:08.925|    0.423|2014/12/12T16:56:09.348| S2|
 10.252.108.212|    224.0.0.252|61510| 5355| 17|         2|       104|        |2014/12/12T16:56:09.773|    0.419|2014/12/12T16:56:10.192| S2|
 10.252.108.212|    224.0.0.252|62965| 5355| 17|         2|       104|        |2014/12/12T16:56:12.218|    0.422|2014/12/12T16:56:12.640| S2|
 10.252.108.212|    224.0.0.252|55279| 5355| 17|         2|       100|        |2014/12/12T16:56:12.227|    0.413|2014/12/12T16:56:12.640| S2|
 10.252.108.212|    224.0.0.252|61651| 5355| 17|         2|       100|        |2014/12/12T16:56:12.228|    0.412|2014/12/12T16:56:12.640| S2|
 10.252.108.212|    224.0.0.252|57234| 5355| 17|         2|       104|        |2014/12/12T16:56:12.669|    0.424|2014/12/12T16:56:13.093| S2|
 10.252.108.212|    224.0.0.252|50478| 5355| 17|         2|       104|        |2014/12/12T16:56:12.675|    0.418|2014/12/12T16:56:13.093| S2|
 10.252.108.212|    224.0.0.252|55988| 5355| 17|         2|       104|        |2014/12/12T16:56:13.094|    0.411|2014/12/12T16:56:13.505| S2|
 10.252.108.212|    224.0.0.252|57325| 5355| 17|         2|       100|        |2014/12/12T16:56:15.234|    0.421|2014/12/12T16:56:15.655| S2|
 10.252.108.212|    224.0.0.252|56096| 5355| 17|         2|       100|        |2014/12/12T16:56:15.235|    0.420|2014/12/12T16:56:15.655| S2|
 10.252.108.212|    224.0.0.252|60258| 5355| 17|         2|       100|        |2014/12/12T16:56:15.740|    0.420|2014/12/12T16:56:16.160| S2|
 10.252.108.212|    224.0.0.252|65042| 5355| 17|         2|       100|        |2014/12/12T16:56:15.739|    0.421|2014/12/12T16:56:16.160| S2|
 10.252.108.212|    224.0.0.252|61376| 5355| 17|         2|       104|        |2014/12/12T16:56:23.581|    0.414|2014/12/12T16:56:23.995| S2|
 10.252.108.212|    224.0.0.252|55289| 5355| 17|         2|       100|        |2014/12/12T16:56:23.897|    0.411|2014/12/12T16:56:24.308| S2|
 10.252.108.212|    224.0.0.252|55833| 5355| 17|         2|       100|        |2014/12/12T16:56:23.897|    0.411|2014/12/12T16:56:24.308| S2|
 10.252.108.212|      224.0.0.2|    0|    0|  2|         4|       128|        |2014/12/12T16:56:12.210|   12.209|2014/12/12T16:56:24.419| S2|
 10.252.108.212|    224.0.0.252|63845| 5355| 17|         2|       104|        |2014/12/12T16:56:24.418|    0.415|2014/12/12T16:56:24.833| S2|
 10.252.108.212|    224.0.0.252|62985| 5355| 17|         2|       104|        |2014/12/12T16:56:24.728|    0.417|2014/12/12T16:56:25.145| S2|
 10.252.108.212|    224.0.0.252|62375| 5355| 17|         2|       100|        |2014/12/12T16:56:26.879|    0.420|2014/12/12T16:56:27.299| S2|
 10.252.108.212|    224.0.0.252|57324| 5355| 17|         2|       100|        |2014/12/12T16:56:26.878|    0.421|2014/12/12T16:56:27.299| S2|
 10.252.108.212|     202.9.85.3|55103|   53| 17|         4|       240|        |2014/12/12T16:46:17.566|    7.842|2014/12/12T16:46:25.408| S2|
 10.252.108.212|     202.9.85.4|55103|   53| 17|         3|       180|        |2014/12/12T16:46:18.389|    7.019|2014/12/12T16:46:25.408| S2|
 10.252.108.212|     202.9.85.3|50825|   53| 17|         4|       272|        |2014/12/12T16:39:54.413|    7.855|2014/12/12T16:40:02.268| S2|
 10.252.108.212|     202.9.85.4|50825|   53| 17|         3|       204|        |2014/12/12T16:39:55.246|    7.022|2014/12/12T16:40:02.268| S2|
 10.252.108.212|     202.9.85.3|50851|   53| 17|         4|       264|        |2014/12/12T16:42:59.613|    7.834|2014/12/12T16:43:07.447| S2|
 10.252.108.212|     202.9.85.4|50851|   53| 17|         3|       198|        |2014/12/12T16:43:00.437|    7.010|2014/12/12T16:43:07.447| S2|
 10.252.108.212|  74.125.68.106| 2251|  443|  6|         1|        52| S      |2014/12/12T16:22:50.422|    0.000|2014/12/12T16:22:50.422| S2|
 10.252.108.212|     202.9.85.3|62646|   53| 17|         1|        63|        |2014/12/12T16:22:51.086|    0.000|2014/12/12T16:22:51.086| S2|
 10.252.108.212|     202.9.85.3|63589|   53| 17|         1|        63|        |2014/12/12T16:22:51.086|    0.000|2014/12/12T16:22:51.086| S2|
 10.252.108.212|     202.9.85.4|63589|   53| 17|         1|        63|        |2014/12/12T16:22:51.118|    0.000|2014/12/12T16:22:51.118| S2|
 10.252.108.212|    224.0.0.252|64123| 5355| 17|         2|       100|        |2014/12/12T20:26:52.439|    0.409|2014/12/12T20:26:52.848| S1|
 10.252.108.212|    224.0.0.252|61283| 5355| 17|         2|       100|        |2014/12/12T20:26:52.438|    0.410|2014/12/12T20:26:52.848| S1|
 10.252.108.212|    224.0.0.252|51002| 5355| 17|         2|       100|        |2014/12/12T20:14:47.765|    0.411|2014/12/12T20:14:48.176| S1|
 10.252.108.212|    224.0.0.252|65287| 5355| 17|         2|       100|        |2014/12/12T20:14:47.765|    0.411|2014/12/12T20:14:48.176| S1|
 10.252.108.212|    224.0.0.252|50148| 5355| 17|         2|       100|        |2014/12/12T20:15:08.155|    0.416|2014/12/12T20:15:08.571| S1|
 10.252.108.212|    224.0.0.252|61496| 5355| 17|         2|       100|        |2014/12/12T20:15:08.155|    0.416|2014/12/12T20:15:08.571| S1|
 10.252.108.212|    224.0.0.252|52933| 5355| 17|         2|       104|        |2014/12/12T20:15:24.020|    0.409|2014/12/12T20:15:24.429| S1|
 10.252.108.212|    224.0.0.252|50215| 5355| 17|         2|       100|        |2014/12/12T20:15:24.515|    0.410|2014/12/12T20:15:24.925| S1|
 10.252.108.212|    224.0.0.252|50422| 5355| 17|         2|       100|        |2014/12/12T20:15:24.515|    0.410|2014/12/12T20:15:24.925| S1|
 10.252.108.212|     224.0.0.22|    0|    0|  2|        11|       440|        |2014/12/12T20:14:34.281|   50.705|2014/12/12T20:15:24.986| S1|
 10.252.108.212|    224.0.0.252|49816| 5355| 17|         2|       104|        |2014/12/12T20:15:24.865|    0.411|2014/12/12T20:15:25.276| S1|
 10.252.108.212|    224.0.0.252|62758| 5355| 17|         2|       100|        |2014/12/12T20:15:27.502|    0.412|2014/12/12T20:15:27.914| S1|
 10.252.108.212|    224.0.0.252|49971| 5355| 17|         2|       100|        |2014/12/12T20:15:27.503|    0.411|2014/12/12T20:15:27.914| S1|
 10.252.108.212|    224.0.0.252|60066| 5355| 17|         2|       100|        |2014/12/12T20:15:44.776|    0.431|2014/12/12T20:15:45.207| S1|
 10.252.108.212|    224.0.0.252|50641| 5355| 17|         2|       100|        |2014/12/12T20:15:44.776|    0.431|2014/12/12T20:15:45.207| S1|
 10.252.108.212|    224.0.0.252|54264| 5355| 17|         2|       104|        |2014/12/12T20:16:48.130|    0.411|2014/12/12T20:16:48.541| S1|
 10.252.108.212|    224.0.0.252|58534| 5355| 17|         2|       100|        |2014/12/12T20:16:50.157|    0.411|2014/12/12T20:16:50.568| S1|
 10.252.108.212|    224.0.0.252|59029| 5355| 17|         2|       100|        |2014/12/12T20:16:50.156|    0.412|2014/12/12T20:16:50.568| S1|
 10.252.108.212|    224.0.0.252|56367| 5355| 17|         2|       104|        |2014/12/12T20:20:48.374|    0.417|2014/12/12T20:20:48.791| S1|
 10.252.108.212|    224.0.0.252|57052| 5355| 17|         2|       112|        |2014/12/12T20:14:31.053|    0.450|2014/12/12T20:14:31.503| S1|
 10.252.108.212|    224.0.0.252|56230| 5355| 17|         2|       112|        |2014/12/12T20:14:31.054|    0.449|2014/12/12T20:14:31.503| S1|
 10.252.108.212|    224.0.0.252|60615| 5355| 17|         2|       120|        |2014/12/12T20:14:31.053|    0.450|2014/12/12T20:14:31.503| S1|
 10.252.108.212|    224.0.0.252|59189| 5355| 17|         2|       100|        |2014/12/12T20:14:34.300|    0.417|2014/12/12T20:14:34.717| S1|
 10.252.108.212|    224.0.0.252|62143| 5355| 17|         2|       100|        |2014/12/12T20:14:34.300|    0.417|2014/12/12T20:14:34.717| S1|
